type,id,in_reply_to_status_id,text,favorite_count,retweet_count,label_a,label_b
reply,552809852834418688,552807834078171136,$MENTION$ $MENTION$ Hearts and prayers for families of these police and journalists,0,1,3,
reply,552822741250736128,552812691509616642,$MENTION$ $MENTION$ $MENTION$ $MENTION$ yeah i feel really sorry for them,0,0,0,
reply,552816766414381057,552815524741001217,$MENTION$ $MENTION$ pathetic waste of air. Thanks for showing the excuse for Islamic butchery,0,0,3,
reply,552813327018385408,552811993145835520,$MENTION$ $MENTION$ stay stupid and wait be the next victim. such trash like u cannot blame monsters. U deserve be punished by monsters,0,0,2,
reply,552900577697751041,552848557766873090,$MENTION$ $MENTION$ $MENTION$ lots &amp; lots brainwashed then. Seeing ur comments shows how widespread,0,0,3,
reply,552816063369326592,552814605115064323,$MENTION$ $MENTION$ infidels that r breathing offends these monsters. Freedom offends them.,0,0,3,
reply,552819783675432960,552818721874378752,$MENTION$ $MENTION$ u r better e$SMILEY$ert. I doubt but I am not e$SMILEY$ert.If so than my question why western govts tolerate all those Muslim groups,1,0,3,
reply,552817834628501505,552816063369326592,$MENTION$ $MENTION$ reason forthis massacre is a concrete action of paper.not general principles of freedom.,0,0,3,
reply,552900298516484098,552848069629575168,$MENTION$ $MENTION$ $MENTION$ go away. It's what arabs do,0,0,3,
reply,552809757225287681,552807834078171136,$MENTION$ $MENTION$ true but when you mock a religion every day - one should heighten security,0,0,3,
reply,552811993145835520,552807316031287296,"$MENTION$ $MENTION$ Hey buddy, I'm insulting your faith. Now go fuck yourself.",0,0,3,
reply,552845552770351105,552808282440859648,$MENTION$ $MENTION$ $MENTION$ u imposed dictators stole raw material both in africa and middle east,0,0,3,
reply,552807670710038528,552805488631758849,"$MENTION$ prophet moohammadd bedded horses,nothing more nothing less",0,0,3,
reply,552817735160176641,552817149673082882,$MENTION$ $MENTION$ $MENTION$ it is a disgrace in Judaism. And christianity. It's applauded in Islam. Child rape pretending $NUMBER$ b marriage,0,0,3,
reply,552814605115064323,552808456894169089,$MENTION$ $MENTION$ u r not getting my point -monsters must be penalized. But entire society need to be responsible and not provoke monsters,0,0,2,
reply,552808195710664704,552806469217681409,$MENTION$ $MENTION$ dif between satire &amp; hatred. No Islamic sense of humor. Jihadists don't know what free speech means,0,0,3,
reply,552806469217681409,552805488631758849,$MENTION$ it was time . Cause no respect for any religion. If talk about Jews . It's anti semite. If abuse Islam freedom of religion Deserve,1,0,3,
reply,552816366101614592,552815787484778497,$MENTION$ $MENTION$ $MENTION$ you fool . We r not talking of Gaza. Anti semitsm and no laws anti protection of islam,0,0,3,
reply,552815787484778497,552814843288223744,$MENTION$ yeah? I'd like to see you respond this way to anti-Semitic children's programs on Gaza tv $MENTION$ $MENTION$,1,0,3,
reply,552818473806491650,552817984524152832,$MENTION$ $MENTION$ $MENTION$ go away. Sorry excuse for human,1,0,3,
reply,552819966006001664,552816072902979584,$MENTION$ $MENTION$ $MENTION$ I dont believe in any of them and certainly not worship them,0,0,2,
reply,552851028287422464,552844861322592256,"$MENTION$ $MENTION$ $MENTION$ settle down just came back from emirates,arabs r just fine its these brainwashed moooslims that r cause",0,0,3,
reply,552815897425891328,552814516262555648,$MENTION$ $MENTION$ $MENTION$ anti semitism results in ppl killing Jews. But Jews don't slaughter anyone for offensive cartoons,0,0,3,
reply,552815133299187712,552812691509616642,$MENTION$ $MENTION$ $MENTION$ Bcoz they r killing people! Slaughtering. 'In the name of their prophet' no one else is doing that.,0,0,3,
reply,552807385496973312,552806469217681409,$MENTION$ $MENTION$ Jews don't kill anyone if offended. Christians don't. Only these disgusting excuses for human beings. It's a CARTOON!,3,0,3,
reply,552819928315617281,552819494372921346,$MENTION$ $MENTION$ don't make up stories. That is the way of Jews. Always lying. There is it media . You cannot hide and lie. Killers,0,0,2,
reply,552819812435369987,552819494372921346,“$MENTION$: $MENTION$ $MENTION$ $NUMBER$million arabs/Muslims killed by arab/Muslims since $NUMBER$. U r offended by eachother” $MENTION$,1,0,3,
reply,552808637719408641,552806469217681409,$MENTION$ $MENTION$ islam is not a religion its a brainwashed cult.,0,0,3,
reply,552815468252127232,552812255805325313,$MENTION$ $MENTION$ freedom fighters?? Fighting AGAINST everyone else's freedom. Go away,0,0,3,
reply,552814843288223744,552814354588909569,$MENTION$ $MENTION$ $MENTION$ look you fool we are talking revenge. If u abuse any religion . Revenge will be taken that simple,2,0,3,
reply,552807316031287296,552805488631758849,$MENTION$ if state cannot control such irresponsible magazines making fun of people's faith then monsters come and do thejob.Face consequences,0,0,3,
reply,552819015282737153,552817506964873216,$MENTION$ $MENTION$ $MENTION$ civilized countries have civilized laws that protect everyone. Islamics don't get $NUMBER$ murder &amp; say defense,0,0,3,
reply,552811444119797761,552807385496973312,$MENTION$ $MENTION$ $MENTION$ they are discusting animals,1,0,3,
reply,552810267772334080,552807385496973312,$MENTION$ $MENTION$ u go to jail for anti semite. Law. U can abuse any religion it's called freedom of speech. Be fair. It's hurtful,1,0,3,
reply,552815313394229253,552812691509616642,$MENTION$ $MENTION$ $MENTION$ its not islamaphobia to call an Islamic terrorist what he is. Muslims r silent &amp; won't stand up,0,0,3,
reply,552820677338595328,552820213129809921,$MENTION$ $MENTION$ easy just accept the truth and accept. You see abuse people not religion any where in the world. All religions,0,0,3,
reply,552817984524152832,552817356779433984,$MENTION$ $MENTION$ $MENTION$ hatred pedophile and disgrace in Judaism . We as Muslims don't accept . What freedom if abuse Islam. Death,0,0,3,
reply,552817149673082882,552816583614013440,$MENTION$ $MENTION$ $MENTION$ pedophiles is accepted in Judaism. Read torah. Who gave these fools right to make fun of Islam,0,0,3,
reply,552819213165801472,552818667293904898,$MENTION$ $MENTION$ heh heh Muslims always full of crap. What alternate universe you live in,1,0,2,
reply,553556666969763841,553121495791464448,"$MENTION$ Hey buddy, I'm still insulting your faith and there's nothing you can do about it. Now go fuck yourself, loser.",0,0,2,
reply,552818721874378752,552817834628501505,"$MENTION$ $MENTION$ no it was Islamic teaching that freedom of speech is offensive to Islam, but killing is just dandy",0,0,3,
reply,552807494545076225,552805488631758849,"$MENTION$ Remember background: France, its Parliament &amp; Senate + some left-wgd municipalities bending over backwards to please Palestinians..",1,0,3,
reply,552818300124545025,552817984524152832,$MENTION$ $MENTION$ do you live in an actual tent? And is your name Saladin or something,0,0,3,
reply,552807055275220996,552805838323478528,$MENTION$ $MENTION$ and lots of deportation,1,0,3,
reply,552806316855799808,552805488631758849,"$MENTION$ Western leaders created terrorists with various Arabic ""springs"" by mercenaries jihadists.It was INEVITABLE to go west.",0,0,3,
reply,552808282440859648,552806316855799808,$MENTION$ $MENTION$ the real problem was letting these moooslims into the free world.ask politicans why we need them .moohammadd bedded MR.ED,0,0,3,
reply,552817356779433984,552816726144864258,"$MENTION$ $MENTION$ $MENTION$ well if murder, pedophilia &amp; hate is ur true religion, then u deserve the hatred &amp; offense u get! Done w/u",0,0,3,
reply,552816583614013440,552815787484778497,$MENTION$ $MENTION$ $MENTION$ no it's ok to offend everyone else. Precious pedophile needs to be protected,0,0,3,
reply,552810426422267904,552810175049244672,$MENTION$ $MENTION$ There is no excuse - it is unacceptable always - we know in America how it feels,1,0,3,
reply,552817506964873216,552816957439741952,$MENTION$ $MENTION$ $MENTION$ where is Islam protected under freedom of speech. Show me any law. No law. So these guys right to kill,1,0,3,
reply,552812691509616642,552811444119797761,$MENTION$ $MENTION$ $MENTION$ Muslims feel they r being attacked everywhere not even their religion. These tend to happen. No protection,0,0,3,
reply,552817983572017153,552817149673082882,$MENTION$ $MENTION$ but it seems clear that you agree that the legitimate $HASHTAG$ response to the $HASHTAG$ satire was murder. $EMOJI$,1,0,3,
reply,552816957439741952,552816366101614592,$MENTION$ $MENTION$ $MENTION$ freedom of speech protects everyone. Islam just doesn't believe in freedom or democracy. Just death,1,0,3,
reply,552814354588909569,552813949427544064,"$MENTION$ I have to say though, the honesty about the murderous tenets of your religion is refreshing. $MENTION$ $MENTION$ $HASHTAG$",2,0,3,
reply,552813227793321984,552812435321536512,$MENTION$ $MENTION$ what more hatred u want after abusing n Makin fun of the prophet. These guys who drew created hatred. Not attackers,1,0,3,
source,552783667052167168,0,"France: $NUMBER$ people dead after shooting at HQ of satirical weekly newspaper $HASHTAG$, according to witnesses $URL$8",38,486,0,1
reply,552792862610694144,552783667052167168,$MENTION$ $MENTION$ A French crime of passion or another heathen moslem atrocity?,0,0,1,
reply,552786226546495488,552785374507175936,$MENTION$ They who? Stupid and partial opinions like this one only add noise to any debate.,0,0,2,
reply,552789345628069888,552786226546495488,"$MENTION$ Socialists, Antisemites, anti zionists - usual suspects",0,0,3,
reply,552943855021330432,552783667052167168,"$MENTION$ LOL. $NUMBER$ million Muslims in France, what a disgrace. the french worm president and politicians killed them. tine for croissants now",0,0,3,
reply,552785374507175936,552783667052167168,MT $MENTION$ France: $NUMBER$ dead after shooting at HQ of satirical weekly $HASHTAG$. If Zionists/Jews did this they'd be nuking Israel,2,1,3,
source,553197863971610624,0,The last person killed in Charlie Hebdo attacks was Muslim police officer $URL$ $URL$C,38,182,0,0
reply,553203187533230080,553197863971610624,$MENTION$ $URL$ blast this..,0,0,3,
reply,553213293964562434,553210433570881536,I don't need to see that photo to know what happened was. You could publish this instead $MENTION$ $MENTION$ $URL$,4,1,3,
reply,553217526646439936,553203935088214017,$MENTION$ $MENTION$ I remember in high school when we learned about Islam there was an emphasis on peace,0,0,3,
reply,553201111159824384,553198499891007488,$MENTION$ $MENTION$ agree A Murphy,1,0,0,
reply,553212936995762176,553197863971610624,$MENTION$ fullstop for all Non $HASHTAG$,0,0,3,
reply,553199418032521216,553198499891007488,$MENTION$ $MENTION$ I totally agree with you!,1,0,0,
reply,553213552337891328,553213293964562434,$MENTION$ $MENTION$ exactly!,0,0,3,
reply,553201660953366528,553198499891007488,$MENTION$ $MENTION$ totally agree with you,1,0,0,
reply,553198239399157761,553197863971610624,“$MENTION$: The last person killed in Charlie Hebdo attacks was Muslim police officer $URL$ $URL$ $EMOJI$$EMOJI$$EMOJI$$EMOJI$,0,0,3,
reply,553210433570881536,553202633377599488,$MENTION$ $MENTION$ absolutely disgusting! Using someone's absolutely terrifying murder for own gain. What about their family?,0,0,3,
reply,553203171674181634,553197863971610624,"$MENTION$ Just for the sake of good journalism, which one is it? $URL$C",1,0,1,
reply,553198499891007488,553197863971610624,$MENTION$ Showing his face in his final moments is crass insensitivity and totally unnecessary - his family are grieving,5,0,3,
reply,553202633377599488,553197863971610624,I thought you'd been an honourable exception not using that photo on your front page. I wish you'd use your freedom more wisely $MENTION$,0,1,3,
reply,553211195881426944,553197863971610624,$MENTION$ Sad. Islam is such a good religion but it has been taken over by criminals who unfortunately use Quran to defend themselves$EMOJI$$EMOJI$,0,0,3,
reply,553203935088214017,553197863971610624,$MENTION$ Islam never Support Terrorist &amp; I'M Proud to be an Islam,0,0,3,
reply,553203833921613824,553197863971610624,$MENTION$ Islam never Support Terrorist.,0,0,3,
reply,553204674766331904,553197863971610624,He is human. That's what matters most. $MENTION$ No one is asking of religion. Life is life.,0,0,3,
reply,553203804628598784,553197863971610624,$MENTION$ Islam never Support Terrorist,0,0,3,
reply,553199058849103872,553197863971610624,$MENTION$ Was the last person a human being? $HASHTAG$ $URL$0,3,0,3,
reply,553891758271369216,553198499891007488,"Well said, I agree. $MENTION$ $MENTION$",0,0,0,
reply,553199853820723201,553197863971610624,Isn't it too late a NEWS...$MENTION$,0,0,3,
reply,553205437043326976,553197863971610624,$MENTION$ how does printing this picture of a murder help?,0,0,3,
reply,553201889685553153,553197863971610624,$MENTION$ $URL$,0,0,0,
source,553586860334010368,0,$HASHTAG$ killers shot dead by police,131,275,0,1
reply,553587000578932737,553586860334010368,$MENTION$ rot in hell.....,0,0,3,
reply,553587467409162240,553586860334010368,$MENTION$ great news great reporting Kay one of the best in the business,0,0,3,
reply,553587040886206466,553586860334010368,"$MENTION$ No confirmation yet, but hopefully good news",1,0,3,
reply,553587034762534913,553586860334010368,"$MENTION$ hurrah, hell awaits $EMOJI$$EMOJI$",0,0,3,
reply,553587214987558912,553586860334010368,$MENTION$ you the fastest for breaking news...,0,0,0,
reply,553587445921759232,553586860334010368,$MENTION$ great news,0,0,3,
reply,553586932727693312,553586860334010368,$MENTION$ Great news! $EMOJI$,0,0,3,
reply,553587361398132736,553586860334010368,"$MENTION$ Thinking of the hostages. To hell with the terrorists, they should burn on the street, absolute scum.",1,0,3,
reply,553587620006346752,553586860334010368,$MENTION$ Allegedly?,0,0,1,
reply,553587067712995328,553586860334010368,$MENTION$ best News possible all things considered,0,0,3,
reply,553587132045213696,553586860334010368,$MENTION$ Good - $NUMBER$ less to worry about. Hope the Hostages are all OK!,0,0,3,
reply,553587150428856320,553586860334010368,$MENTION$ $MENTION$ Killers? No trial? Can you please provide the evidence that these people were involved in $HASHTAG$,0,0,1,
reply,553587298215133185,553586860334010368,$MENTION$ what about the hostage hopefully still alive.,0,0,1,
reply,553587398169591809,553586860334010368,$MENTION$ Good News at last Evil Pigs !!!!,0,0,3,
reply,553587039598571523,553586860334010368,"$MENTION$ best news I have heard, Kay you are doing an amazing job thank you",0,0,0,
reply,553587407980077057,553586860334010368,$MENTION$ Just practice for what coming Im afraid Europe is heading for a war,0,0,3,
reply,553587188500529152,553586860334010368,$MENTION$ $MENTION$ great work gsg9 and s/ forces teams.,0,0,3,
reply,553586964805713920,553586860334010368,$MENTION$ best news for days. Goodbye scumbags.,1,0,3,
reply,553586988419649536,553586860334010368,$MENTION$ they got what they wanted $SMILEY$ but perhaps for the best,0,0,3,
source,553558982476828674,0,"On Israeli TV, an Israeli woman speaks of her nephew,a mother with $NUMBER$ month old baby, held hostage in the supermarket in Paris. $HASHTAG$",27,117,0,1
reply,553559355438923776,553558982476828674,$MENTION$ do you have a link?,0,0,1,
reply,553560647305560064,553558982476828674,$MENTION$ $MENTION$ $URL$,1,0,3,
reply,553559569163902976,553559484191092737,$MENTION$ $MENTION$ thanks!,0,0,3,
reply,553559484191092737,553559355438923776,$MENTION$ $MENTION$ - it was just live,0,0,3,
reply,553563604117913600,553559389102026752,"$MENTION$ $MENTION$ actually, $URL$",0,0,3,
reply,553559105387118592,553558982476828674,$MENTION$ link?,0,0,1,
reply,553562157968031744,553558982476828674,"$MENTION$ $MENTION$ oh no, prayers for them.",1,0,3,
reply,553572054511779840,553571844562120704,$MENTION$ yes,0,0,3,
reply,553570519052980225,553558982476828674,$MENTION$ Praying.,1,0,3,
reply,553571844562120704,553558982476828674,$MENTION$ I assume you mean niece?,0,0,1,
reply,553559392604684288,553558982476828674,$MENTION$ omg,0,0,3,
reply,553559389102026752,553559105387118592,$MENTION$ $MENTION$,0,0,3,
reply,553776086816137217,553558982476828674,"If I were Jewish, I won't go to the demo beside Hamas' friends. $MENTION$ $MENTION$",0,0,3,
source,553478289474740224,0,"$HASHTAG$ : $NUMBER$ dead, several injured in shootout North-East of Paris (French radio $MENTION$ ) $URL$ $HASHTAG$",17,150,0,0
reply,553482001651470336,553478289474740224,$MENTION$ $MENTION$ US is the ultimate instigator of all Conflicts &amp; Chaos. US arms &amp; funds Terrorists in every Country,1,0,3,
reply,553481569675911168,553481203886460928,$MENTION$ $MENTION$ $MENTION$ France will be judged by the measures it takes once the ceremonies r over $URL$,0,0,3,
reply,553481203886460928,553478289474740224,"$MENTION$ $MENTION$ Islamic State praise Paris attackers as ""heroic jihadists"" $URL$ via $MENTION$",0,0,3,
reply,553485100932157440,553478289474740224,"Siege: “$MENTION$: $HASHTAG$ : $NUMBER$ dead, several injured in shootout North-East of Paris ($MENTION$ ) $URL$ $HASHTAG$”",1,8,0,
reply,553481697124052993,553478289474740224,$MENTION$ $MENTION$ France will only stop invading other countries&amp;arming &amp; funding of Terrorists if these Terrorists bring Chaos inFrance,0,0,3,
reply,554212158133633025,553478289474740224,$MENTION$ $MENTION$ $MENTION$ - Bring back the Guillotine for dealing with terrorists.,0,0,3,
source,553518472798683136,0,MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: $URL$,43,224,0,2
reply,553520342111494145,553518472798683136,“$MENTION$: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: $URL$,0,0,0,
reply,553518923409547264,553518472798683136,$MENTION$ that's an easy request to grant,0,0,3,
reply,553521650831196160,553518472798683136,The $NUMBER$ virgins to line up“$MENTION$: MORE: Official: French terror suspects want to be martyrs;”,0,2,0,
reply,553522878902468608,553518472798683136,"$MENTION$ everyone in France will be celebrating, but many of them will undoubtedly be celebrating and acknowledging their martyr status",0,0,3,
reply,553520622920536064,553518472798683136,“$MENTION$: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: $URL$,0,0,0,
reply,553524538903109632,553521787225796608,$MENTION$ $MENTION$ what? will they? though I do think many in France will treat them as martyrs when they do eventually die!,0,0,3,
reply,553521787225796608,553518472798683136,"$MENTION$ Not sure how taking a hostage says ""Martyr"". Release the hostage, the french will then martyr you.",0,0,3,
reply,553520926906941440,553518472798683136,$MENTION$ $MENTION$ would like me to say we love you &amp; all know ddrs caused this f'd up situation. Please be like Joan of Arc &amp; listen to Him.,0,0,3,
reply,553519836249071617,553518472798683136,$MENTION$ Conceal and carry law coming to France...,0,0,3,
reply,553521412934475777,553518472798683136,Capturing them alive wd ruin their plan “$MENTION$ French terror suspects want to be martyrs; are holed up north of Paris: $URL$,0,0,3,
reply,553521154921881600,553518472798683136,$MENTION$ let's not forget the Clinton(s) frequenting the Royal pedophile palace.,0,0,3,
reply,553521233162031104,553518472798683136,"$MENTION$ Fuck! If you do, that rat hole becomes a mosque! Fuck this $NUMBER$th c barbarism!",0,0,3,
reply,553518879222161408,553518472798683136,$RESERVED$ “$MENTION$: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: $URL$,0,0,0,
reply,553519009149100032,553518472798683136,$MENTION$ Let them due as martyrs then.,0,0,3,
reply,553520097395245056,553518472798683136,$MENTION$ give the fuckers there wish,0,0,3,
reply,553519787943690242,553518472798683136,$RESERVED$ $MENTION$: French terror suspects want to be martyrs; are holed up with hostage north of Paris: $URL$8,0,0,0,
reply,553519647400554497,553518472798683136,$MENTION$ $URL$,0,0,3,
reply,553521356378476544,553518472798683136,"$MENTION$ capture them, shave them, and march them through the streets of Paris like WWII collaborators. $HASHTAG$ $HASHTAG$",0,0,3,
reply,553521113733824513,553518472798683136,$MENTION$ Come to the window and we will grant you your wish!!,0,0,3,
reply,553518706681053184,553518472798683136,$MENTION$ easy. Wish granted. Just step outside!!,4,0,0,
source,553476490315431937,0,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects $URL$ $URL$,32,109,0,1
reply,553480808947015680,553476490315431937,$MENTION$ . french news are reporting at least $NUMBER$ ppl were killed and $NUMBER$ ppl injuried in a gunfight with the islamists,0,0,3,
reply,553479876632936448,553476490315431937,$MENTION$ All the suspects are called 'Lee Harvey Oswald'. That's amazing.,0,0,3,
reply,553476849196879873,553476490315431937,$MENTION$ is ambulance in convoy? $HASHTAG$,0,0,3,
reply,553478083672424448,553476490315431937,$MENTION$ $MENTION$ bring back the guillotine,0,0,3,
source,553587303172833280,0,Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$,318,676,0,1
reply,553587829977399296,553587303172833280,“$MENTION$: Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$2,0,0,0,
reply,553587678726594560,553587303172833280,“$MENTION$: Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$,0,0,0,
reply,553587863921917953,553587586703171584,$MENTION$ $MENTION$ fingers crossed,1,0,0,
reply,553588252372779008,553587303172833280,"$MENTION$ Why do the ""terrorists"" look $HASHTAG$?",1,1,3,
reply,553587860620996608,553587303172833280,$MENTION$ hopefully the terrorist died a horrible painful tragic death. There is no pride or respect for martyrdom. $HASHTAG$,0,0,3,
reply,553588210769883136,553587303172833280,$MENTION$ the brother Kouachi are dead,1,0,3,
reply,553588250087268352,553587303172833280,“$MENTION$: Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$ watching the news.,0,0,0,
reply,553588519848132609,553587303172833280,“$MENTION$: Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$ Prayers,0,0,3,
reply,553598661863563264,553588413195382784,$MENTION$ $NUMBER$ people reported dead of six hostages. Sounding worse . Thnx for updates &amp; links.,0,0,0,
reply,553592274991714306,553587370822750210,$MENTION$ $MENTION$,0,0,3,
reply,553589677433712640,553587303172833280,“$MENTION$: Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$ $EMOJI$,1,0,0,
reply,553588413195382784,553587303172833280,Thank G-d! RT $MENTION$: Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$,7,7,3,
reply,553587686762479617,553587303172833280,$MENTION$ The $NUMBER$ are reported dead.,0,0,3,
reply,553588231238090752,553587303172833280,“$MENTION$: Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$,0,0,0,
reply,553588708826304514,553587303172833280,$MENTION$ $URL$,0,0,0,
reply,553589500572491776,553587303172833280,"$MENTION$ $MENTION$ More workplace violence right, CNN?",0,0,3,
reply,553589221328715776,553587303172833280,$MENTION$,0,0,3,
reply,553587370822750210,553587303172833280,“$MENTION$: Police taking people out of $HASHTAG$ grocery where hostages were being held. $URL$,3,2,2,
reply,553587586703171584,553587303172833280,$MENTION$ Thank goodness! Is it possible for this to end with no more innocent lives lost?,1,0,2,
source,552834961762709505,0,Paris Manhunt: $NUMBER$ $HASHTAG$ attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large $URL$,18,107,0,1
reply,552844745647460352,552844369649098754,$MENTION$ Thank you for the reply mam. Really appreciate. I have tweeted $MENTION$ mam also.,0,0,3,
reply,552845561896771585,552840744210161664,".$MENTION$ $MENTION$ come on! Surely not as scary as RSS Hindus at large with laathis, right?",0,0,3,
reply,552835091714416640,552834961762709505,$MENTION$ now that is better grammar,0,0,3,
reply,552841806245679104,552840744210161664,"$MENTION$ Mam, Can I get DM from you with $MENTION$ Mam's contact number for a telephonic reaction on News $NUMBER$. Would really appreciate",0,0,3,
reply,552843614389559296,552834961762709505,$MENTION$ The GIGN got there work cut out today lol,0,0,3,
reply,552838224981553153,552834961762709505,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Their hiding at MSNBC or CNN office,0,0,3,
reply,552836375670562816,552834961762709505,$MENTION$ $HASHTAG$ $URL$9,0,0,3,
reply,552840744210161664,552834961762709505,Scary! $MENTION$ $NUMBER$ $HASHTAG$ attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large $URL$2d,3,1,3,
reply,552860931026604032,552840744210161664,$MENTION$ the ease with these weapons are brandished is a threatening scenario,0,0,3,
reply,552835146844737537,552834961762709505,$MENTION$ Crazy Jews! $HASHTAG$,0,0,3,
reply,552836259433828352,552834961762709505,"$MENTION$ I hope the French get all ""Foreign Legion"" on their ass and put the crosshairs where they should be....",0,0,3,
reply,552836509074591748,552834961762709505,$MENTION$ so aljazeera report on rocket launcher then edit link,0,0,3,
reply,552844369649098754,552841806245679104,$MENTION$ I don't have it.. why don't you try her here $MENTION$,0,0,3,
reply,552849852338831360,552834961762709505,$MENTION$ France is paying a big price for been a puppet of Americans,1,1,3,
reply,552837270953529345,552834961762709505,"$MENTION$ islam is a barbaric heinous ""religion"" I can't recall $NUMBER$ good thing it has contributed to anyone. It's a violent cult, nothing more.",0,1,3,
reply,552835533009727488,552834961762709505,$MENTION$ Means RPG.,0,0,3,
source,553501357156876290,0,"$HASHTAG$ suspects ""prepared to die as martyrs"", they tell police after making contact - French media $URL$U",183,712,0,2
reply,553503876394262528,553501357156876290,$MENTION$ They wont be martyrs.A martyr dies because of their religion.These rats will be dying because they murdered a muslim and others,4,0,0,
reply,553502133979713536,553501357156876290,"$MENTION$ please don't starting saying these guys are marters, they are cold blooded murderers, you are fuelling what they want!",7,0,3,
reply,553502087661645824,553501357156876290,$MENTION$ rubbish! Martyrs don't run away they should have faced consequences immediately.,5,2,3,
reply,553503283986563073,553501357156876290,$MENTION$ $MENTION$,0,0,3,
reply,553504747508879360,553503611104542720,$MENTION$ $MENTION$ they would still be murderers I don't think anyone can consider this martyrdom,1,0,2,
reply,553502186999529473,553501723743223808,$MENTION$ $MENTION$ put them through a wood chipper.,4,0,3,
reply,553501723743223808,553501357156876290,$MENTION$ Good! Kill 'em and quickly! The $NUMBER$ are getting frustrated beyond belief waiting for them both!,2,0,3,
reply,553502205748080640,553501357156876290,"$MENTION$ I don't think these type of Muslims know what the word ""martyr"" means.",0,0,3,
reply,553502599358722048,553502133979713536,$MENTION$ brainwashed!!,1,0,3,
reply,553503274176110592,553501357156876290,$MENTION$ stop saying this every $NUMBER$ minutes ur gloryfyinh it... NO! They will die kicking and screaming the cowards they are not heros,0,0,3,
reply,553501672035856384,553501357156876290,"$MENTION$ No martyrs there, just cowards.",16,2,3,
reply,553503331356651521,553501357156876290,$MENTION$ no - set them free in the streets of Paris &amp; give them a $NUMBER$ second head start.,4,0,3,
reply,553502135204478976,553501889254678528,"$MENTION$ Agreed. Relevant and timely clarification: martyrs are assassinated, they're not the assassins.",0,0,3,
reply,553503523539652608,553501357156876290,.$MENTION$ I hope they get their wish... $MENTION$,2,0,3,
reply,553504019742990336,553501672035856384,$MENTION$ $MENTION$ Punk Cowards,0,0,3,
reply,553501710497628162,553501357156876290,$MENTION$ I think you mean morons.,5,0,3,
reply,553503365100228609,553501357156876290,"“$MENTION$ $HASHTAG$ suspects ""prepared to die as martyrs"", they tell police after making contact. $URL$ Previsível",0,0,2,
reply,553503611104542720,553502087661645824,$MENTION$ $MENTION$ so if they’d stayed at the scene they would have been martyrs?,0,0,3,
reply,553501889254678528,553501357156876290,"$MENTION$ They should tell them, no you'll just die as murderers, not martyrs",6,0,3,
reply,553502788819632129,553501357156876290,"$MENTION$ Just kill them. Nothing to see here, only cowards. Nothing lost.",4,0,3,
source,553474188259102720,0,"BREAKING: Shots fired, hostages taken in manhunt for $HASHTAG$ attackers, police say $URL$ $URL$",78,306,0,2
reply,553478423411441664,553474188259102720,$MENTION$ $MENTION$ They're a pretty tame looking group compared to our $HASHTAG$ police. $HASHTAG$,0,0,3,
reply,553482152743288833,553474188259102720,"$MENTION$ Hi, is this your image and if so, can we use on $URL$ pls? we will give a photo credit. Thanks",0,0,3,
reply,553506819294121985,553474188259102720,"$MENTION$ they die in slut pink ass those white French, they disgusting why they slut pig die,i myself became more poor inside Paris no phone",0,0,3,
reply,553508132459393024,553474188259102720,$MENTION$ These thugs r so cowardly they attack a mag now HIDE behind innocent people,0,0,3,
reply,553475360936165376,553474188259102720,"MT $MENTION$: BREAKING: Shots fired, hostages taken in hunt for $HASHTAG$ attackers $URL$ $URL$ $HASHTAG$",0,0,3,
reply,553488128364007424,553474188259102720,"$MENTION$ $MENTION$ Your article says the suspects, but then states it is a fact that they were the attackers. $HASHTAG$",0,0,3,
reply,553536816238710784,553474188259102720,$MENTION$ they were well known by the French/ why didn't they do anything??? then,0,0,1,
reply,553479692133470209,553474188259102720,$MENTION$ $MENTION$ $URL$D,0,0,3,
source,552848620375261184,0,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida: $URL$ $URL$,28,149,0,2
reply,552848723001475073,552848620375261184,$MENTION$ I strongly condemn this terrorist attack as a Turkish Muslim.Terrorists Cannot represent Islam $HASHTAG$,2,0,3,
reply,552857418062127104,552848620375261184,"$MENTION$ Duh, Ya think?",0,0,0,
reply,552858826043424768,552848620375261184,$RESERVED$ $MENTION$: Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida $URL$9 $URL$1,1,1,0,
reply,552848736897216513,552848620375261184,$MENTION$ Who funded/armed/trained gunmen? $URL$8 … Jeffrey Epstein also in CFR+Trilateral Commission $HASHTAG$,0,0,1,
